RegionID,WeatherDate,TemperatureC,HumidityPct,WindSpeedKmph,SolarIrradiance
10215,2025-02-18,26.2,7,5.1,368.9
10231,2024-02-16,28.5,62,10.6,517.2
10218,2023-01-06,32.6,68,9.4,484.9
10001,2024-01-25,15.1,54,5.0,423.2
10138,2024-05-09,9.3,60,8.5,339.4
10234,2022-04-05,29.0,45,13.1,240.5
10215,2025-09-20,22.3,35,14.7,126.9
10184,2024-03-13,30.4,25,3.9,57.4
10196,2023-02-05,16.0,86,9.5,533.5
10086,2023-11-03,23.4,58,17.4,545.6
10149,2022-05-23,22.9,51,10.2,385.2
10207,2023-09-06,3.4,81,7.0,382.5
10007,2024-10-31,30.5,44,13.2,644.6
10189,2023-04-28,9.8,44,10.2,830.2
10159,2025-05-28,23.8,58,13.2,727.6
10010,2025-05-28,18.3,57,10.3,175.3
10185,2022-12-10,33.6,84,20.2,196.9
10073,2022-02-23,15.8,40,13.4,488.9
10027,2023-09-13,20.3,85,0.2,482.1
10211,2024-08-03,9.3,61,13.2,315.4
10123,2022-09-02,34.0,68,5.1,312.9
10161,2024-09-16,12.6,46,11.9,724.7
10125,2023-09-06,29.9,33,4.2,835.6
10077,2022-05-20,29.9,20,11.6,623.7
10014,2022-01-10,16.2,49,9.7,368.0
10034,2022-12-20,16.8,51,14.3,7.7
10236,2024-11-05,18.7,49,4.1,994.6
10220,2023-07-16,11.3,83,9.3,931.6
10090,2022-07-22,20.7,39,13.1,276.8
10174,2022-10-17,37.8,65,1.4,780.8
10199,2024-10-21,26.0,67,8.5,103.2
10045,2022-06-07,10.7,66,11.6,292.3
10065,2025-01-01,25.0,35,6.1,436.3
10229,2025-08-03,19.2,43,3.9,423.7
10137,2023-04-26,21.7,32,11.7,220.0
10102,2024-03-03,12.0,57,0.3,795.8
10179,2023-05-08,11.5,50,9.0,853.0
10164,2022-06-27,29.2,48,12.5,587.6
10186,2023-02-08,28.2,62,5.8,436.8
10190,2025-04-09,28.1,35,6.5,561.4
10071,2023-02-13,13.2,55,9.3,515.4
10024,2023-10-14,16.7,34,4.5,338.4
10057,2023-02-03,15.8,43,19.0,633.6
10142,2023-11-17,17.6,61,10.1,678.3
10030,2022-05-08,23.0,92,4.7,595.7
10144,2024-02-28,9.8,74,6.8,654.5
10139,2024-10-18,26.9,50,8.8,244.7
10080,2024-07-19,7.3,65,14.4,150.8
10075,2024-04-07,21.7,61,15.2,739.2
10064,2023-06-11,24.7,56,6.7,335.3
10125,2025-07-26,20.1,81,13.7,495.9
10205,2024-04-12,19.8,30,10.8,545.8
10147,2023-11-10,31.0,63,5.0,736.0
10173,2023-03-14,30.0,38,21.6,286.0
10190,2022-09-12,12.9,53,8.6,47.3
10102,2023-12-05,16.6,61,16.2,454.7
10128,2024-01-23,13.4,93,13.2,638.7
10134,2024-04-07,13.3,66,8.0,581.7
10219,2024-12-07,23.1,66,11.9,515.7
10220,2022-04-24,25.0,54,14.3,567.1
10114,2025-08-20,21.6,100,11.3,547.2
10143,2024-09-11,16.3,81,13.4,658.0
10183,2023-01-22,25.2,75,11.4,672.2
10199,2025-07-22,10.8,70,3.0,617.3
10104,2025-01-08,26.7,51,7.3,664.1
10168,2023-09-11,21.9,69,8.3,141.6
10225,2025-03-23,18.8,48,6.0,773.5
10111,2025-02-03,32.7,44,8.0,141.4
10061,2024-11-19,24.5,35,9.6,544.2
10060,2025-02-15,23.9,61,8.2,932.9
10060,2025-03-14,25.2,91,9.5,292.3
10094,2022-09-23,17.3,80,4.8,0.0
10079,2024-08-03,18.9,58,21.0,313.9
10093,2024-02-23,15.7,100,16.7,633.0
10196,2023-03-24,25.5,32,1.4,502.6
10087,2025-02-06,24.9,39,14.9,657.4
10065,2024-02-26,18.7,67,8.6,571.0
10036,2022-07-13,20.2,44,6.0,772.4
10208,2023-12-05,25.3,28,0.1,168.3
10040,2024-11-22,15.7,22,9.1,819.4
10167,2024-12-05,18.3,56,15.5,0.0
10028,2024-02-10,8.8,58,5.6,343.5
10188,2025-02-13,12.9,52,1.8,470.4
10164,2024-09-19,18.3,81,8.8,168.3
10072,2023-10-05,35.1,70,10.9,533.2
10068,2024-10-24,34.3,5,8.0,454.7
10026,2025-05-18,20.0,52,9.7,152.5
10198,2023-10-14,18.7,52,7.4,704.6
10059,2023-12-03,20.4,54,6.0,527.8
10221,2023-10-01,12.1,42,11.8,487.9
10033,2024-09-07,19.2,28,9.2,625.2
10042,2023-07-22,30.5,45,10.2,489.7
10108,2024-03-24,14.2,27,13.9,547.8
10212,2022-05-31,20.4,67,18.9,228.1
10029,2023-07-05,21.9,24,14.2,721.2
10093,2024-08-19,27.5,69,12.6,281.6
10210,2023-09-02,28.0,70,5.0,316.8
10028,2025-07-23,22.3,32,18.4,129.0
10176,2022-09-22,12.3,68,10.0,303.2
10219,2024-10-22,21.2,20,7.3,334.0
10009,2022-11-06,22.8,58,18.6,1150.7
10024,2024-10-31,36.0,64,16.2,57.1
10114,2025-06-14,26.1,76,7.2,357.9
10171,2024-04-05,21.3,36,6.8,341.3
10131,2022-01-14,24.9,42,14.5,224.2
10076,2024-06-03,32.9,68,16.3,518.6
10094,2025-04-13,36.0,22,2.2,468.2
10109,2023-02-20,43.9,74,8.9,449.1
10126,2022-09-15,38.2,85,9.9,354.0
10074,2025-08-13,17.9,73,20.9,326.1
10006,2024-06-25,27.9,61,8.3,564.8
10187,2025-06-18,14.5,94,5.4,10.3
10108,2022-12-05,26.2,51,10.9,469.4
10178,2023-12-16,3.4,55,5.8,402.0
10180,2023-05-17,24.1,15,16.5,463.6
10135,2023-03-16,17.2,51,8.2,247.0
10192,2023-01-26,20.6,5,13.5,296.1
10238,2025-07-10,28.3,9,8.5,650.1
10218,2023-01-16,12.3,46,11.2,515.1
10006,2023-11-25,22.4,64,13.5,578.0
10019,2025-06-28,31.4,47,7.8,234.3
10105,2025-03-26,12.3,61,6.8,591.8
10095,2023-07-21,21.1,71,3.5,257.7
10185,2022-09-19,17.8,44,10.5,306.3
10182,2025-02-02,37.1,65,19.6,274.7
10017,2024-07-28,15.9,37,11.5,843.0
10082,2025-08-11,28.4,7,20.1,474.4
10219,2022-01-14,-5.1,24,1.8,493.2
10099,2025-04-21,13.9,68,2.4,697.5
10098,2024-07-12,20.7,43,8.0,657.9
10150,2023-10-29,35.7,72,16.2,223.8
10222,2023-02-17,19.3,46,18.3,297.6
10051,2023-07-29,22.7,71,12.4,447.4
10225,2025-02-08,17.0,55,8.0,268.9
10208,2025-09-06,28.3,80,8.4,825.5
10021,2025-03-20,29.4,52,11.8,288.9
10097,2024-08-02,20.4,34,8.1,434.0
10126,2023-11-07,33.0,50,6.4,55.7
10168,2025-06-24,24.9,56,15.2,675.7
10117,2024-01-13,21.3,100,8.4,289.3
10038,2023-08-29,26.8,18,1.2,619.3
10210,2024-05-27,21.0,88,11.4,673.1
10139,2025-05-13,9.5,49,1.3,657.1
10143,2023-06-02,16.2,62,15.7,847.4
10224,2025-04-11,27.5,76,6.7,656.1
10128,2023-03-25,18.2,71,15.4,508.0
10172,2024-08-03,31.0,42,14.3,760.0
10092,2022-06-04,24.9,39,7.6,418.5
10087,2024-10-29,32.5,60,12.0,293.9
10004,2022-08-17,33.0,74,20.5,760.9
10222,2025-04-09,23.1,44,13.5,935.0
10090,2025-03-20,20.8,35,9.6,624.7
10015,2023-12-08,23.1,42,3.0,100.3
10028,2023-08-07,36.8,68,10.5,307.2
10134,2024-08-25,12.1,57,5.1,434.7
10119,2023-08-18,17.2,73,19.0,542.4
10168,2024-12-17,22.8,5,5.9,660.0
10219,2025-01-25,19.8,40,19.4,549.8
10181,2024-01-13,18.3,57,4.3,839.5
10155,2022-11-24,17.8,85,9.4,321.5
10073,2023-08-13,29.0,63,10.8,355.4
10200,2024-10-22,16.1,52,9.0,312.2
10079,2023-10-10,19.9,89,12.3,448.0
10130,2024-07-16,14.8,99,14.9,681.4
10059,2023-06-25,34.8,62,4.8,176.2
10027,2023-10-20,22.8,50,12.0,853.0
10089,2023-02-20,30.2,60,3.9,1030.8
10097,2023-08-30,22.7,48,4.7,320.5
10156,2022-12-20,31.1,23,5.4,645.2
10235,2022-07-23,31.8,64,3.7,511.0
10177,2024-01-20,19.2,64,7.1,436.6
10217,2022-01-11,19.6,79,11.2,345.3
10052,2023-02-10,17.0,50,14.8,162.3
10172,2022-09-29,27.3,68,13.4,468.8
10120,2025-04-12,25.1,56,11.9,474.1
10227,2025-08-20,26.4,46,6.9,697.2
10208,2025-03-04,38.7,66,9.1,78.5
10236,2025-04-02,2.9,61,9.7,283.0
10125,2022-08-06,35.0,79,2.0,279.8
10124,2025-06-13,33.4,67,14.6,921.8
10192,2023-01-15,19.5,74,2.7,343.9
10215,2024-12-26,9.6,24,13.6,503.7
10113,2022-04-21,22.0,62,6.6,321.3
10129,2025-02-24,14.7,31,14.1,882.6
10156,2024-12-02,22.9,53,6.2,572.1
10078,2023-05-17,12.8,65,2.3,0.0
10038,2022-08-27,11.1,35,4.5,399.2
10149,2023-01-09,25.0,65,7.6,422.3
10176,2024-01-18,20.0,64,12.0,50.4
10155,2022-03-17,21.6,86,12.3,343.7
10038,2023-11-13,20.5,36,5.9,479.2
10064,2022-03-10,28.7,8,7.6,684.2
10068,2023-01-29,18.6,29,7.6,953.4
10178,2023-04-20,6.8,84,19.5,0.0
10062,2023-08-21,38.3,30,9.9,469.2
10044,2022-04-09,8.6,12,18.9,412.8
10031,2025-07-28,30.0,49,9.6,252.4
10210,2022-02-13,35.1,42,12.6,178.2
10127,2022-01-01,18.1,27,11.9,452.2
10013,2022-03-21,15.3,39,7.8,583.7
10223,2022-08-22,9.2,83,13.4,672.6
10196,2025-04-27,24.7,77,15.8,846.2
10098,2024-10-17,15.4,75,7.5,504.6
10042,2022-04-17,17.4,78,3.9,371.5
10174,2022-09-24,19.2,72,19.5,360.6
10077,2025-07-21,21.4,79,10.3,741.2
10103,2025-02-09,15.7,64,7.1,670.6
10080,2025-01-07,21.4,100,13.5,484.3
10167,2022-08-25,34.3,57,17.2,652.4
10190,2024-10-22,15.5,38,8.8,326.3
10231,2023-06-01,29.2,57,13.3,466.5
10107,2024-09-14,25.7,61,10.7,101.8
10013,2025-09-16,12.7,58,11.4,268.9
10092,2022-02-26,23.0,48,9.7,343.1
10082,2024-12-15,23.9,90,4.1,730.9
10127,2023-05-08,16.8,63,7.3,783.2
10203,2025-08-02,38.5,19,15.5,216.8
10157,2023-09-03,16.2,43,8.1,512.9
10156,2024-02-18,25.3,52,17.2,274.6
10026,2022-02-22,21.5,64,7.3,320.3
10036,2022-11-06,11.7,28,5.8,706.3
10083,2025-06-27,28.2,44,7.6,453.5
10168,2022-08-30,18.5,5,14.3,230.2
10051,2022-07-04,35.8,46,12.1,129.6
10134,2023-05-17,17.5,96,4.5,941.4
10167,2022-10-23,27.9,39,11.8,338.3
10047,2022-08-01,19.6,35,4.1,606.3
10009,2025-05-04,39.5,55,11.4,412.6
10032,2024-02-11,13.0,13,6.0,524.5
10094,2023-03-09,12.4,47,4.6,318.4
10036,2024-07-26,9.7,44,13.4,1095.4
10041,2024-10-18,12.7,44,6.1,357.8
10122,2023-12-07,23.6,62,13.0,775.5
10114,2023-09-19,15.5,66,5.3,385.5
10017,2024-12-31,30.5,61,14.9,1168.2
10057,2023-02-23,33.6,67,10.3,767.9
10118,2025-05-10,24.1,38,6.9,736.3
10202,2022-06-09,22.2,59,10.5,436.4
10199,2024-12-19,8.3,38,11.3,424.8
10165,2023-05-19,21.2,57,7.3,359.6
10231,2023-04-27,15.6,50,4.5,580.0
10048,2024-10-05,20.1,9,12.8,306.6
10006,2023-12-26,13.6,57,6.5,608.1
10106,2024-10-15,16.6,19,12.6,301.1
10151,2022-06-04,9.0,30,14.6,59.4
10142,2025-06-13,16.1,64,17.5,412.9
10174,2024-01-18,11.5,69,9.6,555.3
10160,2022-01-04,39.0,25,6.5,446.9
10158,2025-09-17,27.4,39,14.5,731.8
10196,2024-04-19,22.7,57,13.2,630.2
10227,2025-04-12,33.9,41,7.3,587.1
10107,2022-05-27,27.8,67,11.9,97.4
10043,2023-06-29,21.9,69,6.2,670.0
10027,2024-07-09,19.5,46,9.6,244.2
10134,2023-08-24,31.2,62,14.5,416.0
10080,2025-01-04,16.1,77,15.4,188.8
10210,2024-02-14,20.1,73,4.1,514.8
10019,2024-09-14,20.1,93,3.6,361.8
10170,2022-03-22,21.4,46,16.1,992.5
10073,2024-08-15,26.8,81,9.6,225.0
10075,2024-11-17,18.8,56,7.0,155.0
10055,2023-08-02,13.6,46,4.7,445.1
10061,2023-05-24,26.5,26,16.5,563.3
10080,2022-04-11,13.4,73,10.4,448.1
10123,2022-07-06,31.5,75,7.1,324.6
10127,2025-05-04,9.9,57,5.4,656.1
10232,2024-09-10,36.2,48,13.9,658.9
10035,2023-05-27,20.9,53,2.2,220.3
10239,2025-01-31,13.0,55,10.5,655.4
10205,2025-05-28,23.7,51,4.6,101.5
10140,2023-09-17,27.2,76,18.8,644.1
10095,2023-11-08,22.4,28,7.1,248.7
10124,2024-05-08,17.0,68,7.4,543.4
10040,2024-08-15,18.3,85,9.7,661.5
10203,2022-07-13,27.3,63,7.3,533.5
10107,2025-05-18,34.6,72,3.7,546.3
10067,2022-10-29,22.1,53,9.1,546.8
10122,2025-05-02,19.2,59,12.1,94.2
10212,2024-05-13,18.5,29,13.7,358.8
10037,2023-11-16,18.9,74,18.7,496.1
10118,2024-03-23,23.6,65,5.8,712.3
10111,2025-08-05,26.9,23,4.9,794.2
10123,2023-03-28,21.8,8,21.0,698.5
10072,2024-03-14,12.0,70,15.6,765.7
10119,2024-04-11,23.0,81,11.8,838.3
10225,2022-12-14,18.0,81,9.2,240.3
10032,2022-05-07,27.5,55,14.3,201.2
10103,2022-09-19,11.7,37,5.7,715.2
10019,2022-04-24,28.5,15,15.0,609.4
10134,2023-09-07,21.5,56,8.5,124.4
10196,2024-10-22,18.6,55,3.7,656.4
10073,2022-12-05,24.3,32,9.8,294.8
10194,2024-09-27,13.7,30,22.2,538.8
10220,2022-09-29,16.5,74,2.4,716.2
10108,2025-03-29,22.2,21,2.8,393.4
10185,2022-01-03,34.9,44,6.7,1200.1
10129,2024-06-12,18.9,71,12.7,421.3
10221,2023-10-18,16.6,28,13.9,1073.0
10180,2024-09-30,11.1,81,2.3,289.1
10120,2023-04-20,18.4,62,7.6,341.7
10087,2025-03-29,18.4,51,19.0,193.3
10164,2024-03-22,17.6,79,5.7,484.3
10132,2025-04-20,15.0,62,17.4,552.9
10220,2024-08-04,25.9,36,20.9,523.6
10119,2022-02-06,12.7,37,8.7,170.9
10223,2024-11-05,21.1,66,10.6,447.2
10011,2022-01-15,21.3,52,11.0,1043.9
10056,2025-08-31,26.6,50,6.0,259.6
10048,2023-03-15,31.5,83,7.4,385.8
10193,2025-01-14,32.7,44,13.6,852.8
10184,2023-12-27,19.1,52,9.3,541.4
10140,2023-11-14,15.1,37,14.2,628.4
10004,2022-04-03,18.0,61,10.5,594.6
10170,2022-07-04,20.5,47,6.1,540.7
10046,2023-05-24,31.3,84,11.2,744.9
10099,2025-07-06,20.0,45,7.5,798.7
10171,2023-05-13,12.1,74,10.0,411.6
10038,2022-01-13,14.7,52,6.9,818.5
10215,2022-02-24,19.1,69,10.5,435.9
10126,2025-03-07,16.1,89,7.7,706.0
10055,2022-03-04,25.8,68,4.1,293.7
10197,2025-09-23,29.5,61,16.3,651.4
10149,2022-06-26,27.6,75,9.8,494.5
10225,2025-07-10,27.5,47,6.6,71.2
10237,2022-07-29,25.8,65,10.0,490.4
10183,2023-08-17,16.8,57,9.1,310.4
10006,2022-02-27,20.9,30,11.4,272.8
10170,2022-11-11,21.6,65,11.1,276.8
10232,2024-07-23,10.1,54,8.8,753.4
10127,2023-07-29,26.5,73,2.8,390.3
10159,2022-06-27,21.6,52,15.5,398.0
10072,2025-01-30,11.8,64,16.0,255.0
10109,2022-03-08,15.6,13,15.0,616.9
10014,2024-04-15,23.2,90,7.2,711.4
10013,2023-09-16,29.4,41,8.7,596.4
10039,2024-05-15,13.5,85,6.0,197.9
10157,2025-02-14,23.1,85,7.9,534.3
10137,2023-03-21,31.0,17,14.7,450.0
10057,2022-07-25,15.6,60,8.1,699.1
10033,2024-08-18,26.3,51,9.7,405.7
10075,2022-08-29,20.1,30,6.4,931.5
10017,2023-06-15,32.7,80,10.7,71.4
10048,2022-04-11,24.3,58,12.4,579.4
10040,2022-06-21,24.1,89,13.8,272.6
10104,2022-10-04,9.7,31,15.3,294.8
10192,2025-06-02,15.5,35,3.8,124.6
10165,2023-12-25,12.5,74,17.2,524.2
10234,2023-01-29,32.7,67,5.5,527.1
10223,2025-05-30,19.3,42,10.1,425.8
10045,2023-12-09,16.5,100,7.8,428.4
10057,2023-12-30,26.2,42,13.3,332.3
10034,2024-06-28,32.1,42,6.7,285.3
10232,2025-06-25,22.4,74,5.2,347.7
10044,2022-12-22,30.6,59,11.0,719.3
10179,2022-08-06,27.7,52,13.2,131.6
10012,2023-05-04,20.1,71,0.7,276.2
10204,2022-10-15,13.9,74,9.7,246.9
10009,2022-10-01,28.0,60,15.1,117.0
10225,2024-10-12,14.9,68,7.2,521.8
10065,2022-06-26,15.6,46,3.1,752.4
10170,2025-03-08,19.3,63,11.4,232.4
10239,2024-04-10,12.8,28,5.2,473.3
10177,2024-04-23,35.6,46,11.3,165.1
10135,2024-08-09,28.1,43,8.0,222.8
10166,2025-07-03,23.5,52,6.7,354.5
10196,2023-07-26,37.9,27,4.6,283.0
10127,2023-12-10,29.9,82,4.0,184.9
10095,2023-07-15,11.9,84,11.3,268.1
10191,2024-01-10,28.8,72,14.0,140.7
10129,2025-09-29,21.4,64,1.1,602.8
10176,2023-10-07,38.3,54,9.1,855.6
10093,2024-12-30,15.6,50,11.7,645.8
10157,2023-10-04,22.2,58,10.8,359.7
10053,2024-05-09,15.2,70,19.2,477.7
10122,2025-06-13,33.9,29,3.4,685.7
10189,2023-09-27,38.9,59,11.6,585.1
10006,2024-03-27,37.5,75,9.5,241.7
10053,2024-08-09,17.2,70,9.0,792.8
10071,2023-06-06,26.4,36,13.8,718.1
10229,2023-01-31,14.4,59,3.8,691.8
10199,2023-08-18,26.9,32,2.0,915.2
10001,2023-01-26,20.0,44,5.4,657.6
10065,2023-03-30,6.6,69,8.7,632.5
10197,2022-05-28,13.7,68,12.7,762.0
10065,2023-03-23,22.2,36,15.1,140.2
10162,2023-04-01,25.5,69,5.6,387.8
10102,2024-07-26,17.1,34,10.7,195.1
10113,2024-01-26,13.8,75,6.0,606.1
10094,2024-12-23,36.3,37,6.2,948.9
10139,2023-09-01,15.1,86,11.4,687.8
10086,2022-09-03,20.0,24,15.1,673.1
10151,2025-02-08,13.5,20,4.5,571.4
10045,2024-02-15,13.1,85,4.1,754.5
10216,2024-12-22,10.1,48,6.1,657.1
10212,2024-08-12,20.0,54,8.2,520.1
10000,2022-06-06,31.8,63,10.8,528.8
10077,2023-06-01,22.8,56,16.9,595.3
10042,2022-10-27,17.1,60,7.6,596.4
10188,2022-05-08,16.6,48,7.3,439.6
10117,2023-04-28,14.9,46,8.2,234.0
10056,2024-06-24,21.1,47,2.9,948.8
10072,2022-07-31,17.9,59,5.6,344.1
10094,2024-10-20,23.2,51,10.8,935.4
10213,2024-04-18,29.0,62,11.9,105.9
10198,2022-11-01,34.1,50,9.7,644.5
10239,2023-07-10,27.9,96,9.5,88.8
10108,2022-03-06,31.9,38,6.0,985.6
10181,2023-07-04,23.5,5,7.7,215.2
10163,2022-04-01,17.4,64,13.1,202.2
10205,2023-05-03,19.5,28,10.2,181.6
10203,2025-02-17,12.5,40,4.9,540.2
10187,2023-09-12,22.7,43,13.4,644.1
10214,2022-05-28,24.7,84,9.3,873.3
10027,2024-04-02,9.1,62,0.3,341.7
10142,2024-09-23,20.0,48,11.9,374.0
10225,2024-11-16,33.5,82,13.0,543.9
10181,2024-03-12,33.8,86,6.8,737.0
10107,2023-09-30,25.9,45,6.3,394.8
10175,2022-06-28,28.9,76,15.4,548.5
10045,2024-04-17,12.0,21,9.2,723.2
10205,2024-04-14,18.4,56,12.7,596.6
10135,2022-05-20,23.7,60,4.0,787.2
10113,2023-05-06,29.8,60,3.8,542.6
10048,2024-12-02,29.2,100,16.3,1115.6
10201,2024-11-22,19.5,72,7.4,1200.1
10107,2023-03-16,18.6,63,4.7,452.6
10053,2022-01-13,34.0,41,8.5,510.1
10006,2025-04-04,27.3,21,14.2,488.3
10165,2023-04-10,37.8,87,0.1,499.8
10044,2022-08-06,31.3,55,2.5,487.2
10014,2022-12-29,15.4,47,13.2,181.2
10096,2025-07-07,28.6,61,14.2,629.8
10237,2025-01-17,21.0,42,10.0,593.7
10115,2025-06-04,18.2,31,12.5,435.8
10102,2023-01-05,28.7,38,12.9,293.2
10070,2023-05-26,20.0,39,10.8,515.1
10204,2023-12-02,23.2,6,11.3,221.8
10055,2025-07-19,17.6,21,7.9,600.5
10216,2023-12-06,29.8,56,11.8,746.0
10010,2024-04-18,19.8,54,15.7,399.1
10129,2025-08-18,11.0,43,9.6,0.0
10157,2025-06-28,27.1,65,9.8,728.3
10181,2024-09-27,28.5,56,7.1,753.5
10196,2023-03-01,19.6,77,8.8,481.9
10038,2025-09-17,20.3,63,10.0,863.0
10065,2025-06-09,24.2,40,4.2,431.0
10082,2024-01-15,26.7,49,9.0,551.9
10001,2025-05-28,32.4,45,6.0,409.9
10043,2022-09-22,17.5,27,12.9,182.7
10111,2024-01-27,9.6,57,12.6,497.2
10006,2025-02-02,20.0,24,5.7,0.0
10029,2023-10-18,31.2,56,18.7,502.0
10037,2024-07-30,27.0,44,16.7,165.8
10197,2022-03-21,21.9,62,12.8,0.0
10239,2022-07-26,10.5,34,4.2,661.1
10118,2025-03-23,15.4,75,7.5,716.9
10003,2022-06-09,25.5,31,9.3,209.0
10014,2024-11-23,14.0,30,9.3,360.9
10008,2025-06-15,26.1,100,10.4,623.9
10179,2023-07-10,22.4,67,4.5,470.4
10035,2022-10-22,17.2,21,6.2,358.1
10008,2023-08-05,22.0,53,8.9,418.3
10143,2022-11-22,17.8,52,5.6,0.0
10179,2023-12-01,21.6,71,6.1,429.9
10198,2025-06-03,37.1,12,7.4,726.4
10205,2023-02-23,36.7,33,9.2,103.5
10187,2025-01-20,31.7,5,19.3,764.8
10089,2023-03-13,28.7,49,10.0,781.5
10062,2022-04-02,25.9,55,2.9,813.4
10073,2024-05-07,12.7,60,3.6,545.2
10045,2022-08-27,24.0,34,15.9,544.7
10059,2023-12-26,21.3,37,8.9,1061.0
10063,2024-03-20,38.9,65,10.8,41.5
10031,2023-04-18,40.6,54,19.2,388.7
10234,2022-11-01,24.1,54,1.0,479.9
10040,2022-11-29,23.3,77,8.0,44.3
10057,2025-08-03,14.3,82,7.6,167.7
10057,2023-09-30,8.0,30,7.9,622.8
10030,2025-06-22,28.5,45,15.0,378.8
10174,2022-09-29,20.3,82,5.7,617.1
10046,2023-04-12,16.8,60,3.6,0.0
10192,2022-03-21,1.3,78,9.0,340.4
10201,2022-06-15,22.2,47,12.8,636.9
10151,2023-04-08,22.6,97,11.1,676.5
10161,2024-05-20,22.6,18,15.7,368.5
10189,2023-04-29,29.6,44,10.3,138.8
10236,2023-02-01,22.9,29,15.7,478.7
10163,2025-08-22,22.5,95,9.4,401.9
10052,2022-04-26,21.9,53,3.1,683.1
10230,2023-02-09,8.9,77,20.0,104.7
10146,2022-03-02,21.6,59,18.5,380.7
10031,2025-02-14,16.8,46,9.5,579.6
10067,2023-05-06,19.0,27,8.4,768.1
10023,2023-04-24,37.1,70,2.7,233.0
10221,2023-08-30,13.2,46,1.9,524.4
10168,2023-01-28,27.8,84,6.0,0.0
10235,2024-03-19,17.1,47,14.2,712.2
10054,2022-08-26,23.5,54,7.3,892.7
10097,2022-02-18,17.9,17,8.2,372.8
10100,2024-04-15,13.7,77,11.2,405.1
10002,2022-11-02,21.9,59,7.7,360.6
10095,2023-06-18,30.2,61,3.1,372.1
10099,2023-03-21,21.5,54,13.0,603.0
10239,2024-03-16,21.5,58,8.7,561.0
10102,2025-09-07,31.1,81,11.0,372.8
10095,2022-04-18,16.6,50,11.4,820.6
10086,2025-05-20,16.1,21,7.5,313.4
10166,2025-03-29,32.5,71,6.5,483.5
10006,2023-11-13,33.0,83,6.7,462.4
10140,2023-12-18,22.6,74,17.4,468.2
10127,2022-01-13,17.9,50,13.1,501.0
10098,2023-06-02,8.8,40,11.5,501.0
10217,2022-04-13,10.5,45,14.0,303.6
10236,2023-11-12,25.4,68,11.6,184.6
10194,2023-05-31,28.8,21,9.3,688.9
10142,2024-11-14,28.3,58,7.7,405.4
10020,2023-05-27,28.5,84,18.3,41.9
10203,2022-05-19,21.6,67,8.6,206.9
10047,2023-05-27,37.4,77,13.0,639.8
10103,2023-02-16,27.3,60,15.1,514.1
10104,2023-12-19,27.3,79,9.8,165.0
10134,2024-04-23,14.1,40,3.1,466.2
10054,2023-05-28,23.1,52,2.7,685.1
10112,2025-08-09,40.1,40,12.9,945.0
10014,2022-07-06,21.9,5,5.7,0.0
10124,2025-06-25,21.7,61,11.9,380.4
10116,2025-01-27,25.9,41,12.0,709.8
10098,2022-08-14,7.2,72,14.0,382.0
10215,2022-08-03,12.1,31,8.8,539.4
10208,2024-07-21,27.9,58,8.1,500.0
10219,2025-07-24,31.0,44,16.6,771.3
10161,2025-06-02,20.0,60,2.5,524.0
10232,2024-05-30,12.3,92,6.1,635.8
10155,2025-01-20,31.3,10,9.4,549.9
10114,2025-02-01,11.8,56,10.2,423.5
10145,2024-07-15,20.7,22,1.4,740.9
10167,2022-06-15,25.4,62,8.5,1076.0
10059,2025-04-15,19.4,59,18.6,850.6
10051,2022-03-10,16.1,75,10.4,966.0
10023,2024-09-03,20.7,16,2.2,753.9
10123,2024-05-22,13.6,60,1.1,396.7
10156,2023-02-15,4.0,56,5.1,326.9
10016,2022-09-14,22.8,71,6.8,653.6
10211,2024-01-11,9.5,36,11.3,690.5
10087,2022-03-17,21.9,41,12.5,519.4
10227,2024-11-14,12.1,72,7.5,528.9
10040,2022-06-23,28.5,63,8.5,349.5
10108,2023-05-18,19.6,49,15.5,467.2
10034,2023-08-01,20.3,61,3.7,387.8
10048,2023-11-09,9.2,28,15.7,268.9
10197,2022-10-15,35.7,62,3.3,396.4
10007,2023-09-07,25.9,68,11.6,708.3
10218,2025-07-31,25.9,100,3.5,589.4
10032,2024-01-02,31.7,44,16.0,529.8
10180,2024-09-03,22.1,56,7.2,485.2
10131,2024-04-17,43.7,100,5.5,367.9
10060,2022-02-26,8.9,50,3.2,337.2
10224,2023-11-06,33.5,57,12.8,211.1
10169,2024-05-22,21.9,71,12.9,534.4
10152,2022-09-01,17.8,39,19.5,865.7
10014,2022-08-19,22.5,25,13.5,287.8
10011,2022-07-26,11.7,71,4.8,437.5
10035,2023-06-28,25.0,22,7.5,288.6
10183,2025-06-07,21.7,47,5.2,946.9
10099,2023-03-24,16.6,56,9.6,465.9
10166,2025-08-02,19.7,79,13.4,1009.0
10151,2023-02-11,10.8,56,8.3,1061.5
10159,2024-01-17,11.2,71,2.4,743.1
10133,2022-01-25,16.7,84,11.1,491.6
10037,2022-08-28,30.8,78,16.4,183.4
10068,2022-07-20,7.6,75,0.9,780.0
10206,2022-01-12,25.8,17,20.6,221.6
10102,2023-10-24,18.9,87,8.9,471.3
10208,2022-08-22,21.1,11,5.6,519.9
10228,2024-05-14,20.1,59,15.9,505.0
10186,2024-12-06,25.9,28,12.7,450.6
10011,2023-02-03,25.4,40,6.6,940.1
10131,2024-01-05,7.6,31,15.3,590.8
10151,2025-01-16,14.2,46,2.6,262.8
10157,2023-04-07,19.5,78,12.4,344.3
