RegionID,GenDate,Source,GeneratedMWh,InstalledCapacityMW,CapacityFactorPct
10152,2024-06-02,Solar,79.96,71.6,4.65
10141,2022-05-13,Solar,32.94,133.71,1.03
10218,2024-10-18,Wind,84.85,168.61,2.1
10053,2022-02-23,Wind,83.38,211.8,1.64
10118,2024-10-29,Solar,50.74,160.48,1.32
10181,2023-02-08,Wind,44.49,282.63,0.66
10070,2023-12-13,Wind,54.66,76.67,2.97
10198,2025-05-07,Solar,76.71,140.66,2.27
10135,2022-03-20,Solar,56.26,36.95,6.34
10123,2022-10-25,Solar,1.0,260.59,0.02
10021,2023-12-07,Solar,18.65,232.4,0.33
10148,2023-06-21,Wind,77.91,269.28,1.21
10212,2023-12-12,Solar,26.08,34.29,3.17
10123,2022-03-01,Wind,87.06,36.39,9.97
10220,2022-06-23,Solar,47.76,145.94,1.36
10087,2024-05-10,Solar,72.56,74.65,4.05
10203,2022-02-14,Solar,73.75,225.96,1.36
10048,2023-08-19,Wind,98.04,84.36,4.84
10011,2024-01-06,Wind,123.67,27.5,18.74
10113,2023-08-01,Solar,49.01,98.76,2.07
10082,2024-08-16,Solar,38.37,164.27,0.97
10146,2023-12-19,Wind,68.98,281.09,1.02
10044,2022-01-12,Wind,104.99,66.63,6.57
10195,2024-04-14,Solar,45.29,192.73,0.98
10140,2024-02-26,Solar,46.79,47.51,4.1
10024,2025-03-20,Solar,74.95,89.11,3.5
10066,2022-07-24,Wind,52.48,133.1,1.64
10086,2022-05-31,Wind,37.61,219.0,0.72
10190,2023-07-25,Solar,76.21,277.97,1.14
10009,2024-03-22,Wind,103.27,94.05,4.58
10224,2025-04-21,Wind,82.55,173.92,1.98
10046,2022-08-01,Wind,84.23,291.52,1.2
10137,2025-08-31,Wind,141.06,133.8,4.39
10064,2025-09-16,Solar,62.09,256.56,1.01
10210,2023-03-25,Solar,20.29,41.13,2.06
10218,2023-06-23,Solar,62.5,127.18,2.05
10122,2023-09-19,Solar,88.01,201.59,1.82
10104,2024-01-31,Solar,40.69,101.03,1.68
10090,2025-04-09,Wind,117.88,228.52,2.15
10079,2023-09-10,Wind,102.01,62.67,6.78
10220,2023-01-10,Wind,58.27,37.08,6.55
10154,2022-12-28,Solar,4.77,144.17,0.14
10039,2025-05-01,Solar,67.26,141.89,1.98
10219,2022-07-21,Solar,55.91,204.84,1.14
10221,2024-06-30,Solar,35.13,280.68,0.52
10180,2024-08-19,Wind,77.2,64.2,5.01
10095,2024-11-19,Solar,55.23,276.83,0.83
10088,2025-07-16,Solar,84.19,92.84,3.78
10086,2024-10-31,Solar,68.89,191.35,1.5
10182,2025-02-14,Solar,34.55,283.01,0.51
10072,2024-03-14,Solar,40.29,154.75,1.08
10034,2024-01-29,Solar,47.39,41.35,4.78
10135,2025-08-23,Wind,135.79,171.63,3.3
10156,2025-04-22,Solar,57.87,214.9,1.12
10125,2023-10-27,Wind,89.15,152.15,2.44
10098,2023-10-25,Solar,63.82,23.01,11.56
10225,2022-06-19,Wind,54.94,92.91,2.46
10134,2022-11-29,Solar,12.69,49.01,1.08
10074,2025-05-17,Solar,6.2,174.32,0.15
10196,2022-09-12,Solar,49.16,174.4,1.17
10067,2023-07-28,Solar,91.56,151.1,2.52
10039,2023-03-22,Solar,41.19,292.75,0.59
10087,2022-05-29,Solar,61.15,195.58,1.3
10084,2023-08-04,Solar,58.39,223.8,1.09
10132,2024-05-01,Wind,97.84,97.58,4.18
10028,2022-07-30,Solar,37.98,193.12,0.82
10228,2023-07-06,Wind,43.31,208.99,0.86
10012,2025-07-15,Solar,65.6,52.46,5.21
10092,2023-08-19,Solar,66.44,195.24,1.42
10132,2022-01-26,Wind,99.9,66.51,6.26
10136,2024-03-22,Solar,55.23,279.33,0.82
10237,2025-02-05,Solar,80.39,27.0,12.41
10011,2025-03-04,Solar,48.27,211.5,0.95
10003,2024-03-19,Solar,47.5,230.39,0.86
10138,2023-05-18,Solar,22.85,121.5,0.78
10158,2024-05-25,Wind,56.42,189.62,1.24
10091,2023-12-17,Solar,67.38,136.5,2.06
10074,2022-05-12,Solar,78.63,200.28,1.64
10119,2022-11-21,Wind,97.85,62.42,6.53
10186,2024-11-05,Solar,37.92,34.33,4.6
10176,2024-10-26,Solar,71.11,295.84,1.0
10036,2024-02-05,Solar,69.17,36.5,7.9
10086,2023-08-08,Solar,28.32,297.72,0.4
10142,2024-01-10,Wind,89.2,196.57,1.89
10164,2022-01-23,Wind,104.52,74.2,5.87
10064,2023-02-05,Wind,50.37,74.03,2.83
10194,2024-11-30,Solar,56.05,293.7,0.8
10127,2022-06-09,Solar,92.9,250.84,1.54
10164,2025-02-28,Solar,68.58,269.82,1.06
10140,2024-08-24,Solar,30.69,58.36,2.19
10019,2024-05-11,Wind,87.64,69.68,5.24
10147,2023-09-05,Wind,56.75,227.78,1.04
10125,2025-06-15,Solar,77.11,72.28,4.45
10149,2023-03-22,Solar,72.99,66.39,4.58
10218,2023-09-10,Solar,30.6,210.55,0.61
10163,2023-09-24,Wind,44.32,57.61,3.21
10155,2024-05-06,Solar,50.43,117.66,1.79
10206,2023-07-14,Solar,6.77,163.8,0.17
10190,2022-06-03,Wind,84.01,251.84,1.39
10186,2025-07-02,Solar,59.72,150.45,1.65
10059,2023-11-13,Solar,67.94,27.5,10.29
10223,2024-06-03,Wind,94.43,92.24,4.27
10092,2024-10-29,Solar,76.01,31.87,9.94
10091,2022-03-25,Solar,80.91,51.34,6.57
10199,2022-07-13,Wind,68.62,166.97,1.71
10066,2024-11-16,Solar,49.49,280.24,0.74
10200,2024-10-25,Wind,64.22,229.77,1.16
10117,2025-02-26,Solar,74.96,82.72,3.78
10214,2023-06-30,Wind,93.22,20.34,19.1
10111,2023-03-10,Wind,69.36,168.35,1.72
10209,2025-03-30,Solar,48.09,207.91,0.96
10042,2025-09-07,Solar,82.22,203.18,1.69
10035,2024-01-22,Wind,142.75,127.73,4.66
10105,2024-01-11,Wind,24.12,190.61,0.53
10071,2023-11-12,Solar,25.35,197.57,0.53
10158,2024-05-10,Solar,73.5,97.01,3.16
10225,2023-11-11,Wind,28.24,290.9,0.4
10048,2022-11-17,Solar,54.76,200.58,1.14
10213,2022-06-12,Solar,22.11,182.78,0.5
10227,2022-04-28,Solar,89.99,263.01,1.43
10111,2023-09-06,Wind,88.52,173.38,2.13
10006,2022-10-11,Solar,32.44,56.48,2.39
10214,2022-12-18,Solar,32.86,220.6,0.62
10213,2023-02-05,Wind,24.73,290.73,0.35
10067,2025-07-26,Wind,78.95,131.15,2.51
10103,2022-10-21,Solar,28.0,55.77,2.09
10206,2025-09-05,Solar,23.51,190.75,0.51
10136,2022-09-27,Wind,71.66,79.8,3.74
10091,2024-02-05,Solar,81.24,62.99,5.37
10094,2022-04-13,Solar,65.55,178.22,1.53
10083,2023-08-13,Solar,31.82,231.35,0.57
10230,2024-08-16,Wind,36.61,156.94,0.97
10231,2023-06-10,Solar,22.02,98.25,0.93
10129,2023-10-16,Solar,78.15,91.1,3.57
10163,2023-10-17,Solar,35.22,295.82,0.5
10234,2024-08-04,Solar,9.41,142.86,0.27
10104,2024-07-27,Wind,87.16,202.72,1.79
10077,2022-03-13,Wind,115.31,62.84,7.65
10203,2025-01-11,Wind,77.77,26.51,12.22
10194,2023-09-10,Wind,112.57,85.61,5.48
10183,2024-10-07,Solar,68.37,50.94,5.59
10000,2022-01-03,Wind,82.44,101.87,3.37
10178,2024-05-08,Solar,29.62,95.02,1.3
10135,2024-11-17,Wind,98.91,202.24,2.04
10191,2024-05-15,Solar,26.34,123.87,0.89
10189,2024-11-19,Wind,71.06,77.82,3.8
10201,2022-05-02,Wind,47.02,60.84,3.22
10109,2022-03-01,Wind,38.25,86.39,1.84
10174,2025-09-23,Solar,35.13,254.31,0.58
10101,2023-09-04,Wind,85.09,99.11,3.58
10116,2025-04-21,Solar,51.14,284.06,0.75
10071,2024-08-02,Solar,38.98,113.16,1.44
10129,2024-01-28,Solar,73.24,278.2,1.1
10019,2024-05-05,Wind,80.29,79.78,4.19
10056,2025-03-11,Wind,90.64,211.26,1.79
10112,2023-05-15,Solar,27.37,258.33,0.44
10135,2024-08-04,Solar,9.11,260.38,0.15
10171,2023-02-15,Wind,96.03,263.28,1.52
10230,2025-09-11,Solar,58.94,221.43,1.11
10159,2022-08-04,Solar,34.31,149.03,0.96
10005,2024-05-19,Solar,38.97,132.16,1.23
10087,2025-08-20,Wind,69.93,88.09,3.31
10141,2024-01-26,Wind,104.17,209.06,2.08
10229,2024-08-18,Wind,98.2,263.99,1.55
10123,2022-12-07,Wind,102.33,101.8,4.19
10201,2023-06-24,Wind,99.5,60.55,6.85
10027,2022-10-02,Solar,69.82,157.99,1.84
10187,2024-09-15,Wind,53.38,155.48,1.43
10143,2022-11-12,Solar,60.95,200.57,1.27
10082,2022-05-17,Solar,72.39,151.87,1.99
10087,2022-04-15,Solar,46.74,122.67,1.59
10159,2024-03-17,Solar,45.63,152.15,1.25
10021,2024-07-04,Solar,20.23,199.15,0.42
10106,2025-08-11,Solar,95.22,24.59,16.13
10116,2023-02-15,Solar,25.65,60.12,1.78
10104,2022-03-16,Wind,100.94,185.62,2.27
10043,2022-11-13,Solar,49.11,211.88,0.97
10172,2024-03-12,Wind,77.08,148.6,2.16
10000,2025-07-25,Solar,42.11,169.08,1.04
10059,2022-06-09,Solar,80.88,84.6,3.98
10005,2022-08-25,Solar,36.59,166.32,0.92
10155,2025-09-04,Wind,46.75,56.46,3.45
10117,2024-03-01,Solar,67.07,133.37,2.1
10184,2024-02-07,Solar,78.59,292.12,1.12
10068,2024-08-17,Wind,13.3,83.66,0.66
10115,2025-01-03,Solar,13.1,77.46,0.7
10122,2023-12-16,Solar,19.05,135.93,0.58
10045,2023-05-12,Solar,31.78,172.54,0.77
10196,2024-02-12,Solar,22.21,280.66,0.33
10140,2023-01-05,Solar,33.0,186.46,0.74
10092,2023-11-26,Wind,51.91,237.24,0.91
10227,2023-10-14,Wind,66.99,220.0,1.27
10113,2022-09-14,Solar,67.12,50.43,5.55
10121,2022-03-18,Solar,23.88,154.7,0.64
10058,2022-05-07,Wind,59.14,203.84,1.21
10108,2025-09-28,Solar,30.87,157.68,0.82
10032,2022-01-21,Solar,44.54,299.17,0.62
10113,2025-04-20,Wind,95.88,288.39,1.39
10071,2023-05-22,Solar,72.56,223.19,1.35
10196,2025-02-09,Solar,70.56,164.24,1.79
10108,2022-05-24,Solar,69.24,215.84,1.34
10178,2022-08-28,Solar,41.66,277.52,0.63
10220,2022-01-09,Solar,66.9,260.73,1.07
10063,2023-07-31,Solar,78.53,264.71,1.24
10231,2024-07-26,Wind,105.89,210.58,2.1
10036,2023-09-25,Wind,77.82,291.87,1.11
10075,2022-09-28,Solar,10.72,102.55,0.44
10020,2025-07-27,Solar,24.85,201.74,0.51
10082,2023-05-21,Solar,77.68,216.51,1.49
10074,2022-11-05,Wind,113.8,147.06,3.22
10096,2025-05-15,Solar,45.3,273.52,0.69
10176,2025-05-10,Solar,47.98,201.24,0.99
10071,2024-07-22,Wind,59.99,295.99,0.84
10154,2024-02-28,Solar,33.01,217.74,0.63
10064,2023-04-24,Solar,31.86,176.99,0.75
10039,2025-04-26,Solar,75.06,100.81,3.1
10036,2022-08-19,Solar,47.86,139.4,1.43
10023,2024-05-18,Wind,53.78,190.8,1.17
10097,2023-05-05,Wind,110.02,186.8,2.45
10130,2022-11-15,Solar,35.85,176.68,0.85
10119,2025-04-24,Solar,22.21,296.37,0.31
10117,2025-01-29,Solar,21.5,240.04,0.37
10215,2025-02-20,Wind,108.32,54.35,8.3
10174,2024-02-01,Wind,84.05,98.94,3.54
10152,2025-05-06,Wind,67.51,204.08,1.38
10200,2024-04-24,Wind,116.9,149.3,3.26
10229,2023-04-15,Solar,78.76,71.08,4.62
10234,2025-05-23,Wind,77.64,161.49,2.0
10066,2022-09-09,Solar,87.93,60.8,6.03
10160,2023-02-17,Solar,10.36,231.79,0.19
10057,2025-07-20,Solar,11.6,151.16,0.32
10090,2023-04-15,Solar,55.69,253.68,0.91
10087,2024-01-16,Wind,78.98,183.47,1.79
10047,2022-08-03,Solar,33.34,170.24,0.82
10109,2022-05-28,Solar,74.13,260.42,1.19
10021,2025-03-03,Wind,83.01,267.6,1.29
10186,2024-08-22,Solar,45.86,140.9,1.36
10073,2023-10-20,Solar,34.93,138.18,1.05
10059,2023-02-25,Wind,101.39,282.5,1.5
10001,2025-08-16,Solar,17.34,195.31,0.37
10138,2023-12-05,Wind,76.45,112.34,2.84
10139,2022-12-14,Wind,110.33,67.61,6.8
10168,2023-06-15,Solar,19.3,186.5,0.43
10236,2023-07-07,Solar,31.17,232.27,0.56
10157,2024-05-08,Wind,83.89,56.19,6.22
10212,2024-09-08,Solar,44.17,78.89,2.33
10156,2024-04-08,Solar,72.01,37.65,7.97
10014,2024-04-16,Solar,64.4,159.48,1.68
10090,2023-01-30,Solar,49.16,162.48,1.26
10010,2024-04-07,Solar,46.46,109.44,1.77
10208,2025-04-26,Wind,76.66,252.23,1.27
10212,2025-09-26,Solar,51.11,47.19,4.51
10052,2024-03-21,Solar,54.57,192.2,1.18
10043,2023-07-26,Solar,28.37,122.0,0.97
10226,2024-05-16,Wind,68.38,152.51,1.87
10138,2023-08-16,Solar,62.58,284.29,0.92
10086,2024-05-17,Wind,78.68,256.67,1.28
10162,2023-03-02,Solar,44.68,232.16,0.8
10005,2023-09-18,Wind,128.68,60.24,8.9
10232,2022-12-07,Solar,23.11,273.56,0.35
10069,2023-02-02,Solar,46.37,120.78,1.6
10063,2024-01-09,Solar,23.0,46.26,2.07
10193,2023-03-08,Wind,123.92,142.39,3.63
10048,2023-03-30,Solar,78.06,250.66,1.3
10205,2023-04-16,Solar,18.52,207.61,0.37
10011,2023-02-01,Wind,52.71,166.23,1.32
10111,2023-02-12,Solar,64.54,213.88,1.26
10077,2023-08-24,Solar,53.69,212.6,1.05
10020,2022-10-28,Solar,35.1,224.2,0.65
10123,2022-03-15,Wind,89.84,177.69,2.11
10004,2024-12-14,Wind,92.34,257.6,1.49
10120,2023-06-07,Wind,53.63,287.67,0.78
10229,2024-01-30,Solar,51.8,246.4,0.88
10098,2024-02-23,Solar,60.26,135.75,1.85
10076,2022-11-05,Solar,76.66,131.43,2.43
10239,2024-04-25,Solar,45.27,123.63,1.53
10101,2023-06-19,Solar,73.11,292.75,1.04
10163,2024-06-09,Wind,118.99,58.31,8.5
10141,2023-07-10,Solar,23.21,195.09,0.5
10043,2023-11-18,Solar,39.29,241.77,0.68
10053,2023-06-23,Solar,54.48,267.91,0.85
10154,2024-05-28,Solar,23.7,115.43,0.86
10153,2025-09-26,Solar,15.98,50.72,1.31
10202,2022-05-24,Wind,67.69,86.74,3.25
10004,2022-11-08,Wind,71.25,221.61,1.34
10214,2022-07-29,Wind,148.87,278.12,2.23
10209,2022-11-25,Solar,68.03,60.85,4.66
10224,2024-11-05,Wind,98.52,42.75,9.6
10054,2023-10-05,Solar,47.89,288.28,0.69
10196,2024-03-07,Solar,70.47,240.8,1.22
10118,2024-07-29,Solar,52.0,264.55,0.82
10072,2024-09-20,Wind,76.55,288.92,1.1
10093,2024-07-10,Solar,53.05,174.05,1.27
10196,2025-09-04,Wind,91.4,80.45,4.73
10191,2024-10-14,Solar,39.61,190.24,0.87
10104,2025-08-20,Solar,59.74,93.03,2.68
10163,2022-04-22,Solar,60.82,211.17,1.2
10165,2023-04-18,Wind,65.67,202.99,1.35
10237,2022-07-31,Wind,58.47,111.35,2.19
10001,2024-05-03,Wind,70.61,139.31,2.11
10025,2025-08-19,Wind,71.63,51.58,5.79
10073,2024-07-09,Solar,31.22,66.16,1.97
10062,2023-07-08,Wind,59.81,124.84,2.0
10213,2022-03-29,Wind,82.49,160.24,2.14
10010,2024-10-21,Wind,68.32,66.84,4.26
10205,2025-03-15,Wind,47.94,46.02,4.34
10104,2022-01-19,Solar,19.19,98.78,0.81
10024,2022-01-22,Wind,75.84,185.69,1.7
10090,2022-12-30,Wind,51.99,72.53,2.99
10197,2025-04-21,Wind,73.37,66.16,4.62
10045,2024-07-05,Wind,90.23,21.58,17.42
10159,2022-03-06,Wind,59.3,213.17,1.16
10007,2024-09-26,Wind,89.55,86.04,4.34
10238,2024-07-31,Wind,53.49,100.38,2.22
10207,2025-01-18,Solar,47.2,35.65,5.52
10193,2025-04-10,Solar,41.32,242.11,0.71
10085,2022-11-24,Solar,92.69,192.89,2.0
10167,2025-03-14,Solar,3.36,211.01,0.07
10167,2022-12-25,Solar,45.78,186.24,1.02
10018,2022-06-16,Solar,90.77,224.65,1.68
10132,2025-01-25,Solar,3.67,179.91,0.08
10043,2024-04-14,Solar,40.86,101.43,1.68
10187,2022-05-29,Solar,87.13,41.4,8.77
10128,2023-09-08,Wind,54.42,85.39,2.66
10114,2023-09-06,Wind,79.09,53.46,6.16
10096,2022-08-17,Solar,53.32,215.5,1.03
10079,2022-05-18,Solar,37.46,298.48,0.52
10018,2024-03-03,Solar,14.06,155.69,0.38
10238,2022-07-12,Solar,59.65,169.25,1.47
10216,2024-08-06,Solar,23.62,189.27,0.52
10141,2025-04-26,Wind,100.49,82.37,5.08
10068,2024-12-29,Solar,77.74,73.36,4.42
10188,2024-02-08,Solar,71.94,22.05,13.59
10186,2024-01-16,Solar,60.98,21.54,11.8
10143,2022-08-06,Wind,36.77,79.83,1.92
10208,2024-04-17,Solar,63.56,199.81,1.33
10237,2025-04-25,Solar,49.78,228.44,0.91
10013,2024-04-21,Wind,45.72,98.81,1.93
10081,2024-01-09,Wind,57.29,125.63,1.9
10117,2022-06-15,Wind,45.16,87.71,2.15
10086,2023-12-20,Wind,88.97,246.52,1.5
10103,2023-10-19,Solar,77.34,31.47,10.24
10079,2024-03-07,Solar,66.77,173.83,1.6
10078,2024-01-30,Wind,92.7,206.44,1.87
10030,2024-11-28,Solar,29.0,295.27,0.41
10075,2023-08-25,Solar,66.28,43.79,6.31
10158,2024-04-25,Wind,82.24,131.96,2.6
10036,2025-04-16,Solar,26.18,211.79,0.52
10085,2022-01-26,Solar,48.72,270.65,0.75
10037,2025-03-13,Solar,36.73,211.99,0.72
10138,2023-08-18,Solar,42.8,194.0,0.92
10239,2023-08-31,Solar,35.16,43.77,3.35
10017,2023-05-24,Wind,98.57,41.32,9.94
10024,2024-06-20,Solar,45.49,83.0,2.28
10096,2022-10-03,Wind,76.19,41.95,7.57
10071,2023-07-01,Wind,90.74,30.96,12.21
10164,2025-01-20,Solar,18.84,197.75,0.4
10139,2024-07-05,Wind,70.36,185.42,1.58
10163,2024-05-30,Wind,67.39,74.2,3.78
10014,2024-05-22,Solar,35.19,121.51,1.21
10018,2024-08-26,Wind,79.58,198.07,1.67
10144,2025-04-21,Wind,95.01,138.08,2.87
10175,2024-08-15,Solar,82.96,160.25,2.16
10143,2023-02-06,Wind,81.99,155.87,2.19
10233,2024-05-02,Solar,42.68,107.96,1.65
10035,2023-06-09,Wind,70.08,250.78,1.16
10063,2023-02-16,Wind,32.92,214.23,0.64
10218,2023-11-05,Wind,79.85,149.91,2.22
10039,2022-09-11,Solar,77.25,256.36,1.26
10005,2025-01-15,Solar,85.84,176.13,2.03
10021,2024-01-28,Wind,70.46,140.54,2.09
10143,2024-07-01,Solar,76.58,105.41,3.03
10064,2025-01-26,Solar,51.35,229.62,0.93
10025,2022-08-14,Wind,56.13,49.06,4.77
10016,2023-03-15,Solar,26.46,42.37,2.6
10124,2024-07-15,Wind,32.94,196.89,0.7
10130,2024-07-09,Solar,50.74,203.39,1.04
10141,2025-08-09,Solar,78.78,200.93,1.63
10196,2022-09-08,Wind,85.51,157.61,2.26
10239,2023-06-19,Solar,57.18,111.23,2.14
10032,2025-04-10,Wind,97.56,41.96,9.69
10142,2023-08-26,Wind,59.85,92.83,2.69
10070,2022-06-07,Wind,77.53,257.94,1.25
10026,2023-01-16,Solar,23.05,235.75,0.41
10222,2022-02-28,Wind,111.83,183.28,2.54
10083,2023-12-29,Solar,44.78,61.72,3.02
10132,2022-03-17,Wind,81.84,161.4,2.11
10234,2023-03-19,Wind,82.77,91.24,3.78
10024,2025-07-30,Solar,38.57,266.75,0.6
10102,2023-11-09,Wind,106.61,161.43,2.75
10007,2022-01-02,Solar,66.28,34.6,7.98
10152,2025-03-17,Wind,50.23,114.11,1.83
10192,2023-02-22,Solar,41.17,203.28,0.84
10190,2023-12-17,Solar,62.98,51.77,5.07
10054,2025-02-22,Wind,81.84,285.25,1.2
10173,2023-08-17,Wind,116.08,130.47,3.71
10074,2024-06-30,Solar,90.18,174.9,2.15
10073,2025-08-14,Solar,50.06,92.59,2.25
10110,2025-01-28,Solar,34.17,240.81,0.59
10032,2022-09-17,Solar,69.11,98.33,2.93
10082,2025-07-06,Solar,70.43,103.54,2.83
10134,2025-07-04,Solar,72.5,60.29,5.01
10194,2023-11-25,Solar,76.16,135.19,2.35
10124,2023-06-07,Solar,2.59,112.77,0.1
10082,2023-08-21,Wind,89.1,237.32,1.56
10095,2024-08-24,Solar,85.73,247.68,1.44
10008,2024-04-12,Solar,46.68,100.83,1.93
10090,2022-02-03,Solar,28.34,215.11,0.55
10214,2023-09-03,Solar,11.59,163.01,0.3
10203,2025-04-06,Solar,30.96,277.83,0.46
10023,2022-11-20,Solar,69.22,275.61,1.05
10163,2023-08-11,Solar,46.56,80.03,2.42
10129,2023-02-21,Solar,87.65,249.88,1.46
10135,2024-09-11,Wind,98.08,246.11,1.66
10229,2023-03-11,Solar,35.97,229.83,0.65
10215,2023-08-03,Wind,55.34,80.71,2.86
10001,2023-11-14,Wind,98.55,282.63,1.45
10092,2023-07-26,Wind,69.04,188.27,1.53
10072,2023-04-02,Solar,80.24,182.96,1.83
10091,2024-09-07,Wind,85.7,241.33,1.48
10211,2022-08-30,Wind,65.67,246.85,1.11
10133,2022-09-12,Solar,59.18,125.42,1.97
10081,2024-07-16,Wind,60.2,117.11,2.14
10069,2025-02-14,Solar,31.53,133.39,0.98
10223,2022-02-14,Solar,52.56,142.14,1.54
10160,2023-06-08,Solar,43.34,290.62,0.62
10038,2023-03-01,Solar,95.81,266.81,1.5
10218,2023-09-15,Wind,93.81,250.66,1.56
10069,2025-01-03,Solar,32.41,91.06,1.48
10187,2022-01-26,Wind,47.68,286.03,0.69
10191,2024-09-26,Wind,109.07,253.09,1.8
10212,2025-01-06,Wind,79.76,140.34,2.37
10222,2022-07-29,Wind,51.05,73.41,2.9
10121,2023-11-26,Wind,63.25,152.63,1.73
10043,2025-02-05,Wind,85.45,21.16,16.83
10182,2025-06-04,Solar,56.3,148.41,1.58
10193,2023-01-16,Solar,1.0,132.0,0.03
10139,2025-02-22,Solar,93.32,82.4,4.72
10221,2022-02-07,Wind,77.79,196.21,1.65
10121,2024-09-08,Wind,84.31,80.62,4.36
10054,2023-11-20,Wind,87.37,140.25,2.6
10179,2025-09-14,Solar,85.4,182.18,1.95
10204,2024-01-17,Solar,12.4,83.53,0.62
10133,2024-09-10,Solar,44.19,264.08,0.7
10016,2025-06-11,Solar,72.96,57.16,5.32
10127,2022-09-29,Solar,1.0,129.32,0.03
10014,2025-03-16,Wind,106.15,146.8,3.01
10155,2024-05-26,Solar,30.32,198.36,0.64
10202,2024-10-23,Solar,39.37,285.36,0.57
10188,2024-10-30,Solar,27.71,232.42,0.5
10088,2022-09-29,Solar,47.86,45.8,4.35
10206,2022-06-30,Wind,134.08,129.38,4.32
10222,2025-01-08,Wind,80.96,298.74,1.13
10202,2025-09-16,Solar,43.17,220.85,0.81
10230,2024-09-13,Solar,59.95,213.05,1.17
10052,2022-03-17,Solar,29.88,216.77,0.57
10147,2025-03-23,Solar,19.75,72.95,1.13
10008,2025-08-01,Solar,51.74,107.3,2.01
10228,2025-08-14,Solar,41.34,64.93,2.65
10223,2025-07-06,Wind,81.84,78.05,4.37
10209,2024-12-05,Solar,86.56,290.72,1.24
10194,2024-04-27,Wind,71.15,83.49,3.55
10181,2025-02-23,Solar,67.9,293.88,0.96
10080,2025-07-25,Wind,88.66,87.91,4.2
10225,2022-08-04,Solar,89.83,278.94,1.34
10230,2024-07-09,Solar,1.0,261.65,0.02
10202,2024-04-23,Solar,77.77,264.67,1.22
10031,2022-01-18,Wind,92.93,52.2,7.42
10204,2022-10-04,Solar,14.09,189.01,0.31
10153,2022-07-20,Solar,66.93,71.27,3.91
10086,2024-02-24,Solar,55.83,194.51,1.2
10013,2023-12-29,Solar,14.24,63.24,0.94
10095,2025-05-06,Solar,51.9,288.38,0.75
10061,2024-04-08,Wind,90.61,159.14,2.37
10150,2025-04-20,Wind,42.63,219.77,0.81
10018,2024-01-19,Solar,55.73,154.23,1.51
10163,2025-06-15,Wind,54.65,227.58,1.0
10072,2022-11-20,Solar,4.09,43.53,0.39
10042,2025-09-06,Solar,88.98,115.93,3.2
10215,2023-10-02,Solar,3.33,191.17,0.07
10112,2022-06-03,Solar,59.97,57.23,4.37
10213,2022-06-06,Wind,100.88,20.96,20.05
10162,2024-06-26,Wind,48.32,219.23,0.92
10103,2022-03-07,Wind,71.94,188.62,1.59
10074,2023-08-20,Wind,103.89,294.29,1.47
10193,2022-01-11,Solar,91.12,288.3,1.32
10145,2024-09-04,Wind,56.72,265.67,0.89
10043,2024-10-25,Solar,88.9,157.8,2.35
10222,2023-01-28,Wind,77.09,45.6,7.04
10048,2025-07-14,Wind,87.04,195.11,1.86
10075,2024-03-30,Solar,62.62,60.77,4.29
10045,2024-01-29,Wind,71.26,106.22,2.8
10163,2024-05-30,Solar,38.39,286.3,0.56
10093,2022-07-05,Wind,44.3,56.25,3.28
10199,2022-09-08,Solar,15.32,203.25,0.31
10174,2025-02-23,Solar,61.49,292.25,0.88
10145,2022-04-12,Solar,55.9,210.82,1.1
10119,2025-07-18,Solar,2.5,234.58,0.04
10195,2025-08-21,Wind,119.51,284.44,1.75
10111,2023-01-09,Solar,64.7,85.15,3.17
10124,2023-03-31,Solar,64.99,160.34,1.69
10040,2023-07-09,Wind,54.46,38.85,5.84
10057,2025-06-03,Solar,44.32,244.59,0.76
10032,2022-01-27,Solar,28.59,124.58,0.96
10002,2023-07-06,Wind,76.68,211.03,1.51
10191,2024-04-22,Solar,43.98,267.11,0.69
10235,2022-10-10,Wind,16.51,147.96,0.46
10204,2023-03-14,Wind,43.65,158.9,1.14
10230,2022-04-29,Solar,87.52,280.64,1.3
10221,2024-04-02,Wind,38.01,129.73,1.22
10185,2023-11-05,Wind,97.24,246.88,1.64
10172,2022-09-30,Wind,112.94,227.47,2.07
10099,2024-07-30,Solar,76.52,289.47,1.1
10238,2023-05-25,Wind,45.47,248.6,0.76
10175,2024-01-30,Wind,71.06,268.56,1.1
10045,2022-08-13,Solar,46.29,90.2,2.14
10009,2024-07-24,Solar,50.27,31.36,6.68
10129,2023-03-21,Wind,123.18,254.83,2.01
10073,2023-10-10,Solar,94.82,299.11,1.32
10202,2025-01-07,Solar,42.01,258.18,0.68
10043,2024-11-23,Wind,102.75,214.5,2.0
10074,2022-08-19,Wind,59.28,69.32,3.56
10190,2022-08-24,Solar,6.75,142.98,0.2
10175,2022-12-02,Solar,29.68,186.02,0.66
10202,2023-01-27,Wind,132.08,31.24,17.62
10131,2023-11-25,Wind,142.17,253.52,2.34
10146,2022-11-16,Solar,55.92,180.25,1.29
10233,2023-06-14,Wind,123.39,237.25,2.17
10076,2022-05-05,Solar,59.62,151.45,1.64
10112,2023-07-20,Solar,52.29,73.39,2.97
10001,2025-06-12,Solar,73.96,164.3,1.88
10142,2024-10-23,Solar,33.7,296.91,0.47
10213,2024-04-06,Solar,22.67,242.36,0.39
10215,2024-05-24,Solar,46.31,79.24,2.44
10149,2022-06-10,Solar,50.83,280.7,0.75
10154,2025-02-12,Wind,71.56,287.77,1.04
