RegionID,Timestamp,LoadMW,UtilizationPct,TransformerCount,LossesPct
10003,2022-10-19 05:00:00,84.17,105,24,8.16
10218,2022-09-10 14:00:00,84.7,96,11,6.66
10164,2023-07-31 23:00:00,62.1,51,18,5.79
10156,2025-08-16 01:00:00,116.63,92,13,5.41
10179,2025-08-23 08:00:00,82.18,70,6,5.42
10202,2024-09-13 10:00:00,39.52,51,18,5.94
10209,2022-04-26 21:00:00,61.68,86,10,5.58
10179,2023-01-29 05:00:00,59.16,37,7,9.9
10054,2023-11-21 17:00:00,75.03,41,11,4.28
10221,2025-08-08 12:00:00,96.38,96,22,1.34
10128,2022-12-28 12:00:00,52.77,80,6,9.68
10184,2023-04-09 03:00:00,80.16,45,23,7.32
10151,2022-11-22 18:00:00,67.41,61,16,6.59
10152,2022-11-23 21:00:00,37.13,53,25,5.32
10161,2023-07-26 02:00:00,50.61,50,20,8.3
10088,2025-08-13 11:00:00,77.96,53,22,10.74
10049,2022-10-27 09:00:00,36.8,53,20,7.87
10079,2023-02-05 06:00:00,92.21,77,14,10.57
10049,2023-11-28 05:00:00,25.91,69,13,10.78
10186,2025-01-31 19:00:00,53.78,83,7,3.5
10220,2023-02-09 16:00:00,54.57,86,26,10.76
10137,2022-01-06 08:00:00,50.99,47,27,9.34
10111,2022-08-10 17:00:00,107.66,91,24,4.82
10202,2022-09-02 03:00:00,69.79,74,5,12.07
10134,2023-11-05 02:00:00,87.58,65,17,5.49
10198,2024-08-30 22:00:00,96.63,74,8,3.99
10131,2024-01-05 02:00:00,38.44,57,9,7.23
10079,2024-07-20 17:00:00,110.5,89,5,9.01
10059,2023-01-31 00:00:00,83.27,72,25,6.57
10016,2023-06-20 14:00:00,57.61,99,22,8.23
10144,2022-09-27 14:00:00,13.26,30,11,8.33
10016,2022-12-23 20:00:00,5.0,23,29,6.4
10059,2023-11-19 23:00:00,60.16,53,28,4.79
10015,2023-09-06 17:00:00,51.87,44,26,4.36
10239,2023-05-20 11:00:00,97.7,83,10,4.98
10141,2024-01-23 21:00:00,99.32,69,14,5.31
10229,2023-08-04 07:00:00,85.41,80,8,9.86
10188,2025-04-02 06:00:00,33.39,38,9,6.39
10132,2024-01-01 16:00:00,28.9,52,12,11.24
10075,2022-09-24 21:00:00,43.38,101,28,5.09
10203,2022-06-22 06:00:00,45.04,78,28,9.63
10202,2022-08-14 19:00:00,36.54,44,12,8.18
10037,2023-03-21 00:00:00,70.14,98,17,6.58
10132,2022-09-03 07:00:00,69.07,106,27,5.58
10083,2022-01-18 06:00:00,82.81,87,29,3.24
10211,2025-06-09 09:00:00,64.3,66,19,5.36
10236,2022-10-19 03:00:00,90.88,76,18,5.86
10184,2024-07-15 17:00:00,47.22,45,12,6.27
10119,2025-01-30 04:00:00,63.8,57,19,6.04
10149,2024-04-20 22:00:00,81.93,69,13,3.63
10192,2025-08-16 11:00:00,77.78,59,12,8.14
10179,2022-09-21 15:00:00,98.91,68,12,9.49
10227,2023-12-25 01:00:00,72.17,49,6,6.24
10233,2023-10-30 16:00:00,44.46,63,27,10.49
10012,2025-07-31 10:00:00,75.69,87,28,7.09
10112,2025-02-01 22:00:00,93.55,88,6,4.87
10104,2024-06-03 05:00:00,78.13,70,28,8.76
10172,2025-05-10 15:00:00,46.07,78,13,12.12
10007,2025-04-01 21:00:00,85.84,92,29,7.05
10081,2023-03-08 12:00:00,55.52,50,17,3.92
10042,2023-02-19 00:00:00,79.92,71,5,6.94
10010,2025-04-27 02:00:00,118.03,119,6,6.54
10017,2023-03-12 18:00:00,46.51,81,9,10.44
10231,2023-10-21 00:00:00,58.75,66,6,3.72
10164,2024-02-19 09:00:00,93.64,82,28,4.88
10130,2022-02-22 02:00:00,89.78,51,14,13.11
10023,2025-02-19 06:00:00,125.39,117,9,2.72
10173,2023-02-03 02:00:00,41.4,81,20,7.0
10220,2024-05-14 08:00:00,70.0,120,14,10.61
10027,2025-03-22 01:00:00,71.0,69,24,4.35
10140,2023-09-14 12:00:00,109.53,106,20,9.04
10157,2025-03-01 17:00:00,46.85,85,28,11.5
10225,2024-10-11 18:00:00,83.41,59,26,7.44
10115,2022-11-10 18:00:00,106.08,72,14,9.29
10209,2022-04-24 07:00:00,88.72,100,11,6.33
10161,2023-10-28 21:00:00,47.52,50,25,10.16
10081,2022-08-27 17:00:00,83.24,70,9,5.37
10171,2025-01-11 17:00:00,63.84,78,16,6.05
10014,2024-11-04 17:00:00,82.53,91,9,9.99
10120,2023-07-10 09:00:00,93.24,79,5,3.61
10093,2024-01-29 04:00:00,60.51,99,5,8.58
10121,2025-08-14 16:00:00,52.08,90,10,9.35
10090,2025-07-13 10:00:00,124.58,120,15,6.95
10189,2023-09-16 06:00:00,78.78,62,23,7.37
10191,2024-05-20 14:00:00,35.9,50,26,3.96
10085,2022-04-24 02:00:00,99.39,66,23,7.01
10032,2022-08-10 05:00:00,81.89,97,12,9.64
10229,2025-01-29 12:00:00,79.84,48,8,3.2
10063,2022-12-14 06:00:00,73.83,75,21,7.7
10192,2024-12-05 23:00:00,68.76,30,29,2.21
10221,2025-02-15 02:00:00,104.4,86,8,8.9
10079,2024-02-13 07:00:00,59.33,64,8,7.61
10108,2022-04-25 23:00:00,19.91,27,5,10.29
10134,2024-08-16 22:00:00,70.44,42,23,7.94
10036,2022-10-24 14:00:00,40.89,65,23,3.29
10178,2022-11-28 00:00:00,51.06,68,25,1.0
10011,2023-08-16 21:00:00,76.77,120,13,6.4
10207,2023-10-14 13:00:00,108.58,76,29,7.75
10067,2024-12-18 11:00:00,60.11,78,10,9.23
10035,2024-08-20 15:00:00,65.09,77,25,7.7
10071,2024-11-27 22:00:00,37.72,81,18,2.68
10147,2022-08-30 01:00:00,52.93,53,11,6.28
10158,2022-08-20 16:00:00,71.69,51,7,6.17
10040,2025-01-30 08:00:00,80.8,71,12,5.25
10098,2022-02-08 16:00:00,59.03,67,13,10.86
10118,2022-10-09 18:00:00,9.95,10,5,4.22
10126,2022-08-15 11:00:00,97.98,67,14,6.82
10194,2023-04-06 13:00:00,17.6,11,14,3.9
10227,2022-12-02 20:00:00,53.37,58,14,7.77
10235,2025-09-20 10:00:00,5.0,10,10,9.47
10189,2023-06-12 22:00:00,71.29,67,18,10.88
10058,2025-07-22 07:00:00,96.55,74,10,7.06
10215,2022-05-23 00:00:00,84.15,60,16,4.93
10127,2023-11-02 00:00:00,32.96,64,28,4.92
10025,2023-11-12 14:00:00,51.23,112,25,9.6
10063,2024-10-07 22:00:00,90.18,94,23,6.88
10164,2023-09-19 11:00:00,98.78,80,9,7.49
10132,2024-07-18 05:00:00,29.63,57,7,6.64
10075,2025-01-26 03:00:00,5.0,10,22,4.92
10077,2023-11-26 01:00:00,53.18,94,18,8.93
10099,2022-05-18 18:00:00,50.0,58,5,7.69
10210,2025-02-21 02:00:00,25.2,25,16,6.86
10176,2022-02-12 23:00:00,100.54,88,22,3.18
10147,2024-08-20 08:00:00,44.86,50,15,7.54
10152,2023-12-28 19:00:00,66.13,84,22,9.24
10102,2022-12-11 16:00:00,74.93,48,17,4.42
10047,2023-06-21 05:00:00,68.84,74,6,11.09
10073,2022-05-21 04:00:00,82.12,120,8,5.05
10208,2023-05-19 15:00:00,113.87,82,13,7.9
10199,2023-06-19 04:00:00,63.07,53,20,8.79
10133,2022-10-23 22:00:00,90.9,84,7,6.73
10096,2023-02-25 09:00:00,55.41,53,25,6.31
10236,2024-06-28 10:00:00,80.85,64,26,5.57
10083,2025-08-20 23:00:00,42.9,42,16,6.92
10166,2023-11-30 12:00:00,56.72,75,28,6.46
10206,2022-11-06 02:00:00,84.3,104,22,6.26
10189,2024-01-23 04:00:00,59.62,29,17,4.09
10122,2023-12-18 21:00:00,31.99,32,10,4.12
10121,2025-08-27 23:00:00,55.14,120,11,7.72
10064,2025-08-02 14:00:00,79.71,60,22,9.47
10105,2022-11-04 09:00:00,70.17,41,10,6.84
10200,2025-04-30 09:00:00,81.04,89,5,3.39
10149,2025-07-19 00:00:00,73.89,35,14,5.26
10218,2022-07-03 04:00:00,83.96,83,22,6.31
10164,2022-02-28 12:00:00,61.89,46,24,1.11
10105,2024-11-22 02:00:00,60.46,57,25,4.49
10129,2023-11-18 06:00:00,42.44,38,6,7.78
10137,2022-02-08 16:00:00,60.8,65,25,9.33
10185,2024-10-13 02:00:00,95.23,86,7,11.63
10159,2022-10-16 07:00:00,66.71,116,25,7.8
10224,2024-05-04 05:00:00,46.32,80,9,5.12
10177,2024-09-03 01:00:00,88.03,91,9,9.21
10054,2022-01-09 12:00:00,111.16,81,11,6.93
10040,2023-08-05 10:00:00,89.99,85,6,8.06
10001,2023-08-13 05:00:00,36.27,54,22,8.41
10192,2025-03-13 06:00:00,77.54,56,12,1.0
10019,2024-05-15 17:00:00,62.67,108,6,8.42
10161,2022-03-22 12:00:00,45.39,48,12,14.82
10045,2022-12-11 23:00:00,33.45,60,22,3.32
10157,2025-03-09 08:00:00,53.26,76,16,7.78
10137,2023-12-13 07:00:00,102.19,120,19,4.83
10057,2024-01-30 14:00:00,91.85,80,11,9.44
10194,2022-01-16 00:00:00,20.56,40,12,5.23
10007,2022-04-26 09:00:00,69.94,92,18,6.93
10163,2024-10-29 09:00:00,66.32,59,11,9.43
10204,2024-09-13 19:00:00,9.92,10,21,2.9
10163,2023-10-13 05:00:00,52.38,62,13,10.14
10203,2023-11-04 07:00:00,31.98,65,14,8.59
10152,2024-09-28 09:00:00,67.81,76,15,6.59
10164,2023-01-25 15:00:00,65.24,44,11,11.84
10043,2023-04-11 01:00:00,107.89,97,25,4.96
10055,2023-09-13 03:00:00,77.01,45,14,7.33
10186,2023-11-14 11:00:00,80.34,95,7,13.16
10232,2023-04-15 10:00:00,81.27,70,15,5.48
10012,2025-08-26 19:00:00,81.29,80,24,7.14
10199,2022-04-16 16:00:00,93.01,103,24,5.74
10034,2024-07-14 16:00:00,105.48,94,12,4.22
10087,2024-11-02 01:00:00,45.88,27,19,7.73
10220,2024-11-21 13:00:00,44.59,74,5,12.13
10210,2025-05-20 08:00:00,60.52,119,7,5.07
10066,2023-02-19 23:00:00,88.18,120,16,5.74
10216,2022-02-18 19:00:00,136.11,93,27,8.35
10134,2025-03-12 21:00:00,90.1,67,7,6.45
10104,2022-12-29 20:00:00,76.32,66,7,4.17
10233,2022-04-18 07:00:00,63.98,109,24,10.08
10160,2025-05-04 01:00:00,96.85,93,26,3.59
10147,2022-08-22 19:00:00,89.86,104,9,5.0
10137,2022-08-14 17:00:00,54.73,67,26,9.53
10209,2024-09-08 16:00:00,41.71,40,19,10.62
10038,2024-06-26 05:00:00,39.33,59,9,5.98
10117,2024-09-30 14:00:00,56.36,32,27,12.35
10102,2022-12-19 03:00:00,77.88,66,7,2.77
10151,2024-08-17 21:00:00,81.55,81,7,4.1
10098,2022-06-09 04:00:00,75.34,86,24,5.68
10172,2022-11-10 12:00:00,31.52,48,9,4.49
10178,2024-07-12 07:00:00,94.44,120,14,5.38
10167,2022-01-13 00:00:00,96.71,81,20,9.92
10203,2022-07-04 12:00:00,80.73,120,5,9.18
10229,2025-06-10 15:00:00,109.17,81,8,6.77
10104,2025-03-25 16:00:00,87.13,78,11,8.83
10199,2024-05-14 11:00:00,53.12,64,11,9.61
10207,2024-11-19 20:00:00,100.14,76,28,12.17
10176,2024-05-01 23:00:00,92.8,82,15,4.25
10143,2023-07-08 18:00:00,63.58,66,20,6.67
10092,2025-03-12 10:00:00,98.67,120,8,7.36
10199,2023-05-23 17:00:00,58.63,66,14,1.0
10022,2024-10-27 12:00:00,51.21,27,24,4.15
10034,2023-10-25 22:00:00,81.15,94,11,10.69
10023,2022-12-03 10:00:00,98.22,82,10,5.15
10034,2025-06-12 07:00:00,87.35,74,21,5.0
10055,2024-12-08 17:00:00,58.71,65,28,2.95
10042,2023-06-22 14:00:00,88.39,53,19,7.24
10056,2023-10-02 15:00:00,39.32,61,24,2.8
10193,2024-06-06 13:00:00,59.25,36,22,13.38
10125,2024-01-04 10:00:00,76.01,81,20,8.21
10014,2022-02-04 01:00:00,85.05,73,8,4.53
10066,2022-04-10 23:00:00,21.76,61,22,8.55
10050,2023-07-30 18:00:00,46.81,71,15,8.72
10053,2024-10-26 22:00:00,58.72,56,7,6.63
10148,2023-10-02 19:00:00,100.66,97,26,9.08
10176,2022-12-28 02:00:00,43.46,32,26,5.03
10170,2025-06-24 00:00:00,85.38,94,24,6.8
10043,2023-10-28 15:00:00,124.12,120,11,6.98
10058,2023-02-14 21:00:00,107.63,97,15,6.78
10210,2023-10-10 09:00:00,28.47,44,18,8.09
10190,2022-12-25 00:00:00,113.09,99,22,9.63
10031,2024-02-26 15:00:00,71.27,98,21,5.19
10106,2025-02-04 05:00:00,70.35,51,12,1.06
10135,2025-04-26 11:00:00,56.04,43,12,6.88
10220,2022-01-24 22:00:00,34.23,54,25,9.78
10135,2023-05-29 13:00:00,109.42,79,10,10.44
10175,2024-07-26 09:00:00,59.66,51,5,4.36
10001,2022-07-15 20:00:00,56.21,53,28,6.47
10028,2024-03-27 21:00:00,45.61,31,24,10.37
10160,2022-07-05 03:00:00,42.21,40,12,2.22
10217,2022-05-15 23:00:00,74.17,58,8,4.94
10125,2025-07-19 22:00:00,69.62,81,11,6.61
10043,2022-12-09 05:00:00,47.5,59,14,7.88
10114,2025-07-18 18:00:00,93.66,91,19,7.0
10153,2022-08-08 13:00:00,54.04,52,10,11.06
10141,2024-01-17 22:00:00,115.19,91,29,11.12
10222,2025-09-05 07:00:00,101.34,89,10,6.16
10190,2022-08-16 09:00:00,106.47,88,19,8.48
10136,2022-08-30 11:00:00,91.13,78,21,6.24
10092,2024-04-09 07:00:00,36.88,46,8,4.05
10016,2023-11-17 07:00:00,69.25,117,23,5.25
10023,2025-03-06 00:00:00,86.22,71,19,11.25
10060,2023-01-20 23:00:00,87.76,68,6,4.2
10109,2024-02-03 07:00:00,54.47,96,24,11.02
10136,2022-10-15 10:00:00,74.86,69,14,6.41
10007,2023-12-01 17:00:00,71.15,85,12,9.44
10009,2024-12-21 13:00:00,38.1,34,12,8.5
10120,2023-12-21 07:00:00,84.4,64,21,4.98
10081,2023-04-15 18:00:00,57.37,35,14,6.18
10025,2025-09-26 13:00:00,25.26,43,9,5.32
10237,2022-05-22 08:00:00,57.88,50,21,7.83
10084,2024-10-22 06:00:00,51.97,95,8,3.43
10189,2025-09-08 07:00:00,79.85,70,21,3.39
10041,2025-08-23 01:00:00,43.92,75,16,10.1
10135,2022-09-01 04:00:00,112.08,94,23,13.7
10023,2025-04-09 22:00:00,82.89,68,24,7.96
10183,2022-02-26 13:00:00,108.45,98,5,5.57
10086,2025-09-03 15:00:00,63.72,50,7,8.19
10135,2023-09-07 08:00:00,90.14,70,12,9.56
10144,2022-04-01 21:00:00,58.2,109,16,4.3
10124,2022-12-31 09:00:00,39.87,49,6,10.98
10180,2025-04-30 06:00:00,44.02,72,28,10.43
10009,2025-03-13 12:00:00,49.04,54,20,7.84
10089,2022-06-02 08:00:00,53.85,52,17,6.03
10038,2024-07-14 04:00:00,41.93,49,19,10.12
10008,2024-09-09 22:00:00,103.56,90,9,7.43
10159,2022-05-20 20:00:00,53.21,74,19,7.65
10212,2024-04-17 13:00:00,65.62,73,27,8.65
10082,2023-11-14 05:00:00,97.9,77,22,7.94
10003,2025-08-09 17:00:00,81.15,84,5,12.26
10112,2022-06-14 04:00:00,46.01,36,24,6.89
10184,2025-06-25 20:00:00,73.35,58,17,7.44
10115,2022-08-09 22:00:00,79.54,67,24,6.1
10140,2025-07-02 15:00:00,66.74,36,23,3.74
10010,2024-05-24 18:00:00,54.49,37,7,10.57
10080,2023-12-22 18:00:00,83.1,73,26,4.76
10084,2024-10-23 13:00:00,43.79,83,19,7.02
10018,2023-03-14 19:00:00,102.62,97,9,7.46
10144,2022-09-29 01:00:00,48.87,91,12,11.84
10081,2023-03-02 17:00:00,109.34,93,10,10.36
10063,2022-11-17 09:00:00,56.38,55,26,2.78
10141,2024-02-14 13:00:00,83.18,64,13,10.19
10142,2023-12-29 14:00:00,65.63,102,28,6.59
10173,2025-02-10 09:00:00,16.85,23,29,6.89
10006,2022-02-16 18:00:00,85.81,60,27,6.98
10202,2022-06-03 01:00:00,76.31,89,18,5.2
10025,2022-02-07 10:00:00,27.26,48,7,5.94
10196,2023-03-31 10:00:00,41.59,49,15,7.45
10163,2025-05-13 22:00:00,45.31,51,28,5.89
10115,2022-05-21 21:00:00,121.26,97,27,9.95
10163,2024-02-03 19:00:00,23.86,36,9,14.42
10003,2024-10-02 10:00:00,69.32,86,21,9.2
10199,2025-06-11 19:00:00,41.97,64,19,9.4
10191,2024-10-13 10:00:00,35.55,65,8,7.7
10151,2024-08-24 05:00:00,98.13,90,12,7.18
10055,2025-08-28 14:00:00,105.67,98,5,11.83
10170,2025-07-15 19:00:00,30.34,29,20,4.53
10039,2023-04-18 12:00:00,89.54,108,17,4.75
10127,2024-03-03 18:00:00,17.15,35,10,6.16
10021,2022-04-19 02:00:00,73.72,100,28,5.28
10044,2022-11-25 17:00:00,56.18,56,10,7.54
10146,2023-04-02 23:00:00,31.39,54,28,5.39
10121,2023-07-13 06:00:00,51.63,98,9,10.64
10034,2022-04-09 03:00:00,80.57,77,8,6.84
10215,2024-07-24 04:00:00,69.75,54,11,3.65
10119,2025-03-29 20:00:00,101.23,97,22,4.15
10039,2025-03-11 04:00:00,92.85,105,16,3.03
10180,2024-05-10 19:00:00,27.0,43,28,10.3
10205,2023-08-17 03:00:00,64.39,64,21,10.43
10015,2025-08-05 03:00:00,96.66,75,13,8.65
10026,2023-06-03 09:00:00,30.49,64,26,9.33
10172,2023-06-12 13:00:00,75.58,117,21,5.38
10213,2023-08-30 16:00:00,56.21,101,17,7.4
10037,2022-05-05 06:00:00,33.45,43,21,4.01
10114,2024-11-23 13:00:00,87.11,80,18,4.87
10184,2025-08-24 21:00:00,134.38,115,22,7.41
10071,2023-01-19 02:00:00,38.42,77,8,9.01
10058,2023-03-15 11:00:00,142.1,100,23,7.6
10129,2022-12-06 10:00:00,71.39,63,17,8.36
10156,2025-04-29 08:00:00,65.05,45,8,5.44
10042,2023-11-19 04:00:00,104.65,74,16,7.8
10189,2024-12-19 04:00:00,74.61,80,6,12.74
10223,2023-11-25 11:00:00,20.18,20,6,10.19
10123,2024-12-24 02:00:00,62.5,66,7,5.11
10078,2023-06-25 11:00:00,104.78,78,8,11.24
10191,2024-02-15 21:00:00,47.27,114,5,7.8
10092,2024-11-24 18:00:00,24.6,19,23,9.96
10217,2024-01-08 02:00:00,79.14,80,27,8.03
10211,2024-03-11 06:00:00,90.04,84,29,7.92
10208,2023-09-21 07:00:00,90.61,72,25,7.68
10027,2023-04-28 05:00:00,98.02,62,23,6.84
10209,2024-05-22 15:00:00,24.79,32,23,3.6
10114,2023-11-10 14:00:00,73.12,69,24,8.02
10074,2023-05-14 06:00:00,89.89,77,21,9.67
10028,2023-06-13 16:00:00,81.98,75,13,6.73
10228,2023-10-02 13:00:00,76.54,65,28,6.21
10183,2024-02-01 12:00:00,77.49,56,7,7.63
10080,2022-01-26 02:00:00,87.79,80,26,8.91
10216,2023-09-08 00:00:00,74.62,62,11,6.55
10048,2025-07-13 06:00:00,51.93,56,9,7.78
10160,2024-09-15 02:00:00,69.91,75,26,4.29
10007,2024-02-06 17:00:00,111.43,119,18,10.01
10085,2025-09-06 18:00:00,92.1,98,7,9.64
10185,2024-08-12 21:00:00,70.52,47,10,6.07
10020,2023-12-02 12:00:00,90.13,85,26,10.9
10184,2023-03-13 14:00:00,71.91,56,7,5.72
10099,2025-09-23 20:00:00,66.58,94,29,6.21
10086,2025-02-18 21:00:00,80.37,76,5,7.0
10229,2024-11-21 04:00:00,92.89,76,29,7.98
10084,2022-11-22 20:00:00,44.92,71,12,11.9
10030,2022-02-23 02:00:00,106.77,120,27,7.66
10162,2024-07-27 09:00:00,43.07,79,24,3.47
10126,2024-01-18 14:00:00,100.41,77,7,9.15
10096,2023-08-15 04:00:00,65.48,77,7,4.04
10222,2024-05-12 16:00:00,86.16,73,14,10.96
10231,2024-03-18 16:00:00,87.81,79,12,10.03
10169,2022-03-09 15:00:00,61.44,63,23,2.16
10051,2024-11-06 05:00:00,61.21,64,7,6.05
10060,2024-10-13 15:00:00,127.91,99,9,7.38
10160,2022-02-05 10:00:00,84.61,66,5,10.59
10032,2024-07-18 22:00:00,48.75,48,11,6.69
10052,2022-10-04 13:00:00,82.84,100,7,8.28
10151,2022-05-24 11:00:00,92.12,83,20,2.8
10105,2022-05-07 13:00:00,96.23,66,7,4.87
10183,2025-02-21 13:00:00,78.45,67,26,7.33
10082,2023-07-20 08:00:00,79.1,60,14,2.72
10110,2023-03-08 08:00:00,88.64,79,8,7.17
10179,2025-07-23 07:00:00,66.93,66,16,7.28
10090,2023-09-20 01:00:00,93.4,77,21,9.78
10103,2022-06-04 11:00:00,23.42,45,5,3.71
10033,2024-10-31 21:00:00,94.04,77,13,6.6
10040,2024-12-06 15:00:00,59.97,65,27,9.5
10032,2024-11-07 22:00:00,55.45,67,6,4.73
10219,2025-02-15 08:00:00,94.36,101,13,7.56
10101,2022-11-03 23:00:00,99.94,94,16,7.68
10136,2022-02-22 18:00:00,84.04,79,12,10.03
10106,2022-07-04 20:00:00,105.34,70,28,6.79
10134,2025-06-05 03:00:00,109.31,79,26,7.47
10033,2022-03-23 02:00:00,121.45,87,25,7.76
10026,2022-03-12 16:00:00,6.17,21,23,8.49
10123,2022-07-18 15:00:00,102.21,79,16,5.79
10006,2024-09-15 20:00:00,55.79,33,26,7.64
10236,2022-03-23 21:00:00,74.03,47,23,5.52
10019,2024-02-12 13:00:00,21.51,46,6,3.68
10166,2024-06-21 22:00:00,33.8,58,11,4.74
10097,2022-03-27 09:00:00,92.98,104,16,4.61
10131,2022-03-14 01:00:00,32.05,44,16,6.5
10159,2024-11-04 11:00:00,5.0,10,17,2.39
10091,2024-06-26 20:00:00,9.05,23,6,1.24
10082,2023-05-13 09:00:00,75.21,69,26,3.71
10067,2022-05-13 17:00:00,47.45,55,28,10.29
10102,2024-11-26 13:00:00,55.86,55,28,4.87
10031,2023-04-22 04:00:00,80.71,98,19,5.57
10168,2025-09-21 08:00:00,70.96,51,29,8.03
10036,2023-07-24 12:00:00,59.31,106,11,1.93
10130,2022-05-13 15:00:00,107.93,94,20,8.0
10124,2025-09-20 21:00:00,6.06,10,17,7.4
10192,2022-03-22 19:00:00,80.0,58,16,8.43
10212,2022-03-26 07:00:00,89.58,81,21,4.58
10003,2025-07-06 11:00:00,65.37,79,15,2.25
10148,2022-01-16 19:00:00,92.29,98,17,10.65
10230,2025-03-11 11:00:00,103.8,81,24,5.47
10093,2023-11-08 03:00:00,40.14,70,18,6.22
10018,2023-02-01 06:00:00,97.34,91,13,6.56
10112,2024-07-02 11:00:00,109.94,92,9,5.8
10231,2025-03-22 10:00:00,111.41,91,13,3.97
10038,2025-02-17 19:00:00,74.03,82,8,8.95
10052,2022-11-18 07:00:00,46.77,73,26,10.9
10071,2025-06-03 11:00:00,34.6,61,7,6.55
10050,2024-05-16 15:00:00,56.57,51,25,5.62
10010,2024-12-21 23:00:00,69.65,78,14,9.37
10116,2025-08-20 08:00:00,65.38,120,19,7.12
10097,2024-08-18 18:00:00,35.98,56,23,9.22
10001,2022-01-06 05:00:00,18.26,28,15,7.26
10144,2023-11-23 10:00:00,66.14,120,20,7.63
10014,2023-07-13 03:00:00,84.74,89,6,5.45
10044,2022-12-04 22:00:00,61.41,46,12,10.77
10117,2023-07-10 14:00:00,46.9,52,5,12.32
10227,2025-09-02 22:00:00,80.32,71,16,8.45
10012,2023-12-11 09:00:00,70.23,97,10,13.54
10147,2023-12-19 14:00:00,91.9,99,27,4.03
10085,2025-09-29 05:00:00,87.91,79,24,2.0
10154,2023-03-04 07:00:00,33.66,57,16,7.91
10162,2023-08-18 13:00:00,32.09,67,23,5.63
10087,2023-05-31 11:00:00,104.46,103,21,9.66
10197,2025-04-11 02:00:00,58.7,93,23,5.57
10027,2023-03-16 09:00:00,88.23,80,27,1.96
10235,2025-07-09 14:00:00,59.82,108,18,9.28
10010,2022-04-03 11:00:00,88.84,65,19,8.83
10031,2025-08-27 03:00:00,62.11,72,24,8.06
10189,2023-07-27 10:00:00,102.59,87,25,5.42
10094,2024-06-02 10:00:00,111.36,81,5,7.55
10076,2023-12-07 08:00:00,72.67,82,23,9.39
10032,2023-03-09 09:00:00,58.95,63,13,2.53
10205,2022-01-02 15:00:00,40.09,28,26,6.54
10062,2022-03-31 20:00:00,64.3,88,24,11.23
10078,2023-04-08 22:00:00,75.32,62,13,6.57
10001,2024-06-24 01:00:00,73.96,83,20,7.85
10092,2024-01-20 23:00:00,79.41,89,12,5.85
10132,2023-09-12 11:00:00,37.27,61,16,9.37
10048,2025-01-04 19:00:00,72.9,79,17,7.23
10182,2022-02-02 00:00:00,40.47,82,10,6.19
10023,2023-01-12 17:00:00,93.37,67,29,6.35
10137,2022-11-21 12:00:00,59.87,61,12,3.53
10035,2023-11-27 00:00:00,54.6,63,5,8.5
10142,2023-08-20 16:00:00,57.25,76,15,9.4
10120,2022-11-03 07:00:00,62.62,43,21,1.68
10055,2024-09-18 21:00:00,107.08,107,7,7.09
10009,2023-05-11 07:00:00,89.95,113,15,7.72
10226,2025-06-10 09:00:00,66.66,49,15,6.57
10193,2022-09-25 20:00:00,55.41,28,19,4.47
10043,2025-06-28 05:00:00,103.71,107,19,5.37
10235,2023-09-28 09:00:00,88.32,120,13,5.98
10233,2024-07-21 03:00:00,60.68,108,25,6.98
10175,2024-03-01 06:00:00,34.56,26,16,5.23
10083,2025-03-05 13:00:00,92.29,101,20,3.63
10130,2022-12-21 17:00:00,61.36,43,25,5.17
10144,2023-11-15 22:00:00,37.61,70,21,8.84
10139,2024-09-08 23:00:00,102.94,74,25,10.3
10179,2023-03-24 05:00:00,102.79,93,20,7.6
10199,2023-01-21 15:00:00,44.93,42,7,7.69
10091,2025-09-22 10:00:00,79.17,120,29,9.2
10080,2023-09-22 00:00:00,81.15,82,13,5.09
10058,2023-01-02 21:00:00,97.84,61,14,2.94
10033,2023-05-16 21:00:00,107.08,80,21,7.9
10093,2025-06-16 03:00:00,20.44,42,5,5.92
10125,2023-11-22 11:00:00,91.39,98,24,1.24
10028,2025-01-29 17:00:00,112.43,107,18,6.76
10145,2023-10-07 06:00:00,63.55,90,26,5.68
10064,2023-08-17 19:00:00,86.17,74,24,4.33
10008,2024-01-13 08:00:00,112.32,99,22,7.41
10190,2025-01-14 06:00:00,69.86,41,22,4.49
10057,2022-02-20 16:00:00,71.73,62,28,9.1
10234,2023-01-19 02:00:00,102.34,88,17,8.23
10092,2022-07-01 19:00:00,71.91,82,8,5.32
10006,2025-05-29 22:00:00,80.39,84,24,10.86
10036,2022-06-28 19:00:00,42.7,89,9,8.6
10023,2022-01-31 02:00:00,86.84,45,8,8.99
10216,2025-08-23 16:00:00,38.77,34,12,7.04
10084,2022-09-08 08:00:00,41.07,67,29,7.11
10073,2022-01-27 15:00:00,64.24,106,26,7.98
10191,2024-04-23 07:00:00,50.25,91,22,8.16
10092,2022-10-02 01:00:00,83.88,86,28,1.0
10194,2025-06-30 02:00:00,5.86,10,25,7.32
10053,2025-05-13 20:00:00,86.2,43,24,5.47
10218,2025-07-13 02:00:00,80.76,69,18,8.88
10219,2023-05-24 09:00:00,83.84,79,11,11.24
10212,2023-06-21 17:00:00,93.74,117,9,7.98
10067,2022-02-27 16:00:00,92.25,100,12,10.14
10171,2025-04-07 12:00:00,41.78,58,23,8.85
10133,2024-08-13 15:00:00,68.87,66,27,8.93
10039,2022-03-22 20:00:00,71.98,84,24,5.53
10120,2025-01-09 01:00:00,75.4,66,24,4.3
